
--  >dom----------
|.. 0
|.. |..0.52
|.. |..|..0.76
|.. |..|..|..0.88
|.. |..|..|..|..0.97
band
band
$atleast, >d, $done_percent, <ep, $learning_curve, <np, $nprod, $optimism, $pomposity, $productivity_exp, $productivity_new, $r, $to, $ts, >dom, !klass
0.78,100,5.22,9.11,52.33,5.89,8.65,30.46,55.7,5.09,0.66,826.27,72.51,20.56,0.83,..0.97
8.61,100,7.98,8.1,58.86,5.9,2.63,79.73,1.67,8.35,0.01,0,9.24,23.73,0.84,..0.97
3.26,100,3.28,9.05,91.53,4.95,4.85,6.98,81.56,9.81,0.93,401.56,97.01,53.09,0.84,..0.97
1.19,100,6.44,5.1,78.17,7.9,6.45,38.76,1.22,6.04,0.96,553.9,24.68,54.14,0.84,..0.97
7.08,94.59,8.19,8.11,90.7,2.89,1.43,38.44,12.09,9.31,0.2,114.32,1.36,51.26,0.84,..0.97
7.41,100,0.76,9.15,46.51,6.85,9.06,62.87,64.87,7.81,0.54,80.4,5.31,48.04,0.84,..0.97
3.39,100,9.38,9.38,15.61,5.62,4.26,99.14,71.73,7.94,0.35,897.3,54.17,5.59,0.84,..0.97
6.45,100,0.43,8.07,81.41,5.93,6.31,61.26,62.73,6.52,0.54,69.87,49.92,18.87,0.84,..0.97
3.48,100,4.67,9.05,85.29,3.95,7.08,72.98,74.92,4.77,0.98,480.02,3.62,70.12,0.84,..0.97
9.01,100,5.31,4.1,95.97,9.9,9.42,63.51,15.2,5.8,0.05,39.98,92.03,24.43,0.84,..0.97
0.99,99.01,4.55,10.34,17.66,1.66,8.95,15.5,86.1,1,0.9,240.06,21.48,96.32,0.84,..0.97
0.38,100,1.97,8.11,54.37,5.89,4.37,60.12,72.42,5.59,0.1,521.35,23.86,26.21,0.84,..0.97
9.62,100,6.6,7.18,32.55,5.82,4.88,51.02,44.29,3.73,0.91,15.13,15.59,10.74,0.84,..0.97
1.03,100,9.11,3.11,74.66,7.89,9.1,37.89,10.01,9.73,0.65,16.44,48.22,17.57,0.85,..0.97
4.79,100,2.25,9.14,50.01,6.86,9.08,41.28,4.82,6.04,0.07,586.83,65,73.41,0.85,..0.97
2.18,100,5.7,7.23,25.81,5.77,6.85,75.8,16.48,1.47,0.73,860.12,51.99,57.55,0.85,..0.97
2.67,100,2.14,6.13,69.85,8.87,3.45,36.83,69.42,5.23,0.53,49.71,88.11,41.97,0.85,..0.97
5.04,100,6.92,8.19,25.91,4.81,9.48,51.29,40.94,1.64,0.96,741.35,4.73,18.67,0.85,..0.97
6.61,100,1.52,9.46,10.92,4.54,4.28,22.33,62.44,3.72,0.87,417.15,63.2,32.95,0.85,..0.97
9.32,100,2.24,4.14,59.06,7.86,4.29,43.08,53.12,8.08,0.07,75.07,96.19,65.58,0.85,..0.97
5.98,100,8.89,8.93,6.48,5.07,7.07,21.73,34.24,1.31,0.84,392.87,61.7,10.9,0.86,..0.97
0.57,100,3.79,9.07,66.82,4.93,8.42,13.08,84.06,5.17,0.04,813.77,7.02,2.5,0.86,..0.97
4.54,100,0.45,9.07,56.39,3.93,5.43,21.51,67.81,8.41,0.04,0,10.31,83.27,0.86,..0.97
9.07,100,2.86,8.38,15.62,5.62,9.91,4.4,79.67,5.51,0.84,359,99.31,83.57,0.86,..0.97
8.99,100,7.82,7.06,68.79,3.94,7.79,0.28,79.82,3.81,0.69,879.58,89.92,52.57,0.86,..0.97
2.58,67.76,2.58,4.21,81.68,2.79,9.01,96.47,5.76,1.99,0.38,136.57,15.3,72.8,0.86,..0.97
9.97,99.44,2.91,9.94,18.82,2.06,6.51,11.62,57.96,8.52,0.61,685.1,15.44,21.99,0.86,..0.97
4.36,100,3.5,10.41,3.54,3.59,4.34,71.82,17.42,8.75,0.07,796.98,36.47,28.91,0.86,..0.97
2.15,79.24,7.43,2.35,93.57,3.65,6.42,34.42,49.28,7.55,0.94,687.41,65.01,55.03,0.86,..0.97
0.49,100,5.01,5.11,73.85,7.89,7.23,24.13,52.82,6.19,0.65,115.91,82.31,34.68,0.86,..0.97
3.14,100,2.04,9.97,3.55,5.03,3.06,15.81,61.27,5.06,0.55,289.04,42.93,25.05,0.86,..0.97
8.62,100,1.51,5.14,63.39,8.86,2.56,95.08,95.39,7.04,0.7,199.11,61.19,18.7,0.86,..0.97
2.7,100,4.66,8.08,59.63,4.92,3,15.43,66.86,9.94,0.15,793.64,57.3,17.26,0.86,..0.97
2.32,100,9.87,9.13,45.35,5.87,3.03,44.85,21.19,4.84,0.27,174.24,6.99,52.94,0.86,..0.97
2.22,100,0.75,9.04,73.68,2.96,8.84,56.09,83.83,2.67,0.53,277.73,22.62,70.22,0.86,..0.97
5.7,81.71,2,4.57,87.13,1.43,3.63,50.52,61.25,5.36,0.46,480.63,62.73,43.18,0.87,..0.97
2.32,100,5.61,3.13,61.36,7.87,8.68,17.32,70.67,8.11,0.84,613.72,96.42,81.69,0.87,..0.97
0.31,100,1.39,4.35,5.93,6.65,6.42,39.99,51.52,9.4,0.32,4.11,28.09,32.38,0.87,..0.97
1.05,100,5.05,1.4,25.16,9.6,9.33,73.9,54.92,9.52,0.43,0,49.04,76.07,0.87,..0.97
3.37,100,8.74,6.46,15.16,6.54,6.8,87.3,67.38,5.86,0.37,105.12,45.69,29.26,0.87,..0.97
3.73,100,5.12,5.51,11.8,5.49,6.11,40.13,18.22,4.94,0.66,0,48.44,1.23,0.87,..0.97
6.38,100,7.16,10.35,1.26,1.65,5.44,87.72,88.11,3.73,0.61,482.76,14.35,91.35,0.87,..0.97
1.21,100,3.59,6.07,91.94,5.93,3.16,66.29,23.35,6.94,0.42,0,6,19.71,0.87,..0.97
0.84,100,8.03,5.74,3.29,6.26,8.5,57.39,36.71,8.88,0.16,724.81,81.05,43,0.87,..0.97
5.77,100,9.73,7.07,70.56,4.93,8.11,48.72,51.72,2.16,0.17,250.89,60.79,73.97,0.87,..0.97
3.39,100,6.96,6.06,97.71,5.94,8.06,92.9,90.41,8.43,0.21,853.94,24.29,17.71,0.88,..0.97
1.91,78.22,6.69,2.93,47.71,1.07,5.1,31.64,52.66,7.02,0.57,275.29,90.06,11.45,0.88,..0.97
2.23,100,8.6,6.34,17.58,5.66,7.02,38.86,72.03,7.3,0.86,798.99,79.27,49.18,0.88,..0.97
3.19,100,6.14,9.91,1.39,3.09,7.75,45.1,35.27,4.6,0.63,528.85,81.28,37.98,0.88,..0.97
3.17,100,5.47,2.15,52.73,7.85,4.8,4.32,79.22,9.73,0.37,13.46,37.47,57.79,0.88,..0.97
7.93,100,9.98,3.2,39.4,7.8,8.15,93.37,91.47,9.23,0.02,376.69,85,89.67,0.88,..0.97
1.09,100,0.26,7.13,38.24,4.87,7.68,7.55,15.55,2.65,0.97,826.84,29.56,84.13,0.89,..0.97
8.71,100,0.48,9.31,9.63,2.69,9.33,28.19,11.72,3.74,0.96,0,46.4,57.97,0.89,..0.97
8.36,100,2.42,7.28,21.61,5.72,9.98,34.77,9.04,8.84,0.8,196.04,76.7,52,0.89,..0.97
4.52,87.18,5.44,10.84,10.07,0.16,2,85.23,29.25,6.98,0.26,310.04,25.49,42.03,0.89,..0.97
1.49,100,3.39,6.16,38.24,5.84,8.14,61.85,72.21,1.97,0.17,812.38,42.83,44.78,0.89,..0.97
3.99,100,6.04,5.12,50.34,5.88,3.78,72.45,33.25,9.66,0.69,659.16,6.91,54.68,0.89,..0.97
4.96,100,5.19,2.21,48.13,9.79,9.55,6.55,37.19,9.43,0.78,0,92.98,74.71,0.89,..0.97
0.52,100,9.97,8.78,5.16,3.22,9.05,60.81,34.88,5.49,0.95,0.16,5.7,58.91,0.89,..0.97
5.26,100,6.18,6.11,64.86,6.89,7.7,51.3,84.27,7.97,0.37,432.09,42.87,77.97,0.89,..0.97
8.62,100,9.63,8.22,23.14,4.78,3.45,75.3,95.15,9.9,0.23,26.58,72.98,16.5,0.89,..0.97
8.88,100,2.72,9.56,7.16,3.44,8.54,76.97,62.91,9.99,0.47,265.85,18.27,25.54,0.89,..0.97
8.83,100,3.12,7.07,76.84,4.93,3.78,69.29,85.63,8.64,0.9,412.18,59.86,87.86,0.9,..0.97
9.81,100,1.19,9.05,1.64,1.95,7.37,38.06,44.24,6.89,0.84,687.71,81.68,28.97,0.9,..0.97
8.59,100,6.87,4.54,11.06,5.46,9.99,92.59,25.17,6.5,0.39,257.01,66.93,89.39,0.9,..0.97
6.43,100,4.17,8.07,58.72,3.93,8.24,39.51,43.58,4.72,0.44,2.32,74.67,64.89,0.9,..0.97
7.62,100,8.78,7.05,73.63,3.95,4.37,21.02,9.41,4.08,0.31,613.28,6.74,74.63,0.9,..0.97
0.79,100,2.08,7.16,30.81,4.84,7.55,93.51,14.1,1.68,0.58,555.68,36.75,89.43,0.9,..0.97
1.63,100,3.03,6.23,21.9,4.77,1.96,39.28,74.17,9.47,0.27,825.94,63.86,95.34,0.9,..0.97
8.52,100,1.4,2.13,59.59,7.87,9.45,60.1,92.94,8.85,0.86,223.44,93.49,67.5,0.9,..0.97
2.95,100,8.71,9.02,99.48,1.98,3.25,75.77,97.28,7.63,0.9,835.34,67.26,66.23,0.9,..0.97
7.04,100,5.76,1.25,40.01,9.75,9.78,83.25,38.11,8.85,0.23,600.09,30.18,30.01,0.9,..0.97
9.41,100,4.56,5.22,27.79,5.78,3.8,95.3,0.02,6.88,0.19,32.67,75.44,80.4,0.9,..0.97
8.75,98.05,0.12,10.69,31.86,2.31,2.2,96.23,34.1,5.68,0.77,261.94,18.5,95.11,0.9,..0.97
1.97,100,8.02,8.15,26.02,3.85,4.35,53.8,39.13,2.79,0.2,368.29,55.84,15.75,0.91,..0.97
7.2,100,4.02,9.03,28.58,0.97,9.74,54.23,10.54,3.44,0.4,76.99,39.05,1.81,0.91,..0.97
8.55,100,0.85,3.4,19.84,7.6,4.97,68.25,40.15,7.67,0.46,322.27,40,79.76,0.91,..0.97
2.82,100,1.19,5.1,61.74,5.9,5.97,57.66,87.48,2.66,0.56,0,26.17,52.95,0.91,..0.97
3.36,81.65,4.4,3.91,23.82,1.09,7.17,34.91,57.1,7.9,0.84,733.64,73.5,68.07,0.91,..0.97
7.32,100,7.86,4.36,19.4,6.64,6.98,22.06,66.51,4.47,0.94,83.22,14.98,69.05,0.91,..0.97
7.35,100,0.14,5.23,21.5,4.77,9.15,99.53,8.94,7.47,0.21,543.81,87.99,82.46,0.91,..0.97
6.4,100,7.27,8.03,63.68,1.97,9.75,78.15,25.66,7.31,0.66,125.68,76.05,7.6,0.91,..0.97
8.12,86.73,9.27,4.04,97.97,2.96,3.22,87.45,50.17,8.87,0.06,547.05,9,29.91,0.91,..0.97
9.89,100,7.93,2.31,22.36,6.69,6.82,26.81,32.41,7.86,0.48,157.62,75.62,71.6,0.91,..0.97
9.26,100,4.39,9.05,56.9,2.95,2.01,12.93,5.92,6.91,0.62,588.99,56.67,44.05,0.91,..0.97
1.14,100,8.61,5.14,29.17,3.86,7.26,99.12,46.93,2.71,0.7,88.26,29,8.6,0.91,..0.97
4.65,100,7.94,7.06,87.67,4.94,3.89,0.51,42.06,7.59,0.05,109.38,41.39,79.62,0.91,..0.97
8.86,100,2.69,4.32,21.56,6.68,5.28,7.58,16.86,8.48,0.65,589.22,73.94,60.89,0.92,..0.97
3.25,100,1.77,4.6,11.68,6.4,3.93,90.51,43.78,5.64,0.47,140.58,34.81,97.2,0.92,..0.97
2.6,100,3.33,5.23,5.67,5.77,6.12,18.49,35.71,3.56,0.69,268.2,70.37,80.35,0.92,..0.97
1.37,100,1.73,9.08,26.4,1.92,4.54,1.27,33.55,5.74,0.2,246.18,54.81,22.74,0.92,..0.97
5.06,100,3.9,6.06,90.65,4.94,5.49,61.11,28.01,7.73,0.13,144.65,44.18,46.29,0.93,..0.97
4.42,100,8.35,4.15,32.3,4.85,7.87,99.16,99.32,6.33,0.62,525.78,94.73,59.33,0.93,..0.97
9.35,91.54,4.77,6,4.44,0,4.35,45.92,23.01,5.2,0.11,518.66,29.2,64.7,0.93,..0.97
5.31,100,9.83,9.31,3.23,0.69,3.7,63.69,42.89,3.5,0.72,482.94,90.22,31.46,0.93,..0.97
6.25,100,6.44,9.05,81.07,3.95,4.02,93.7,14.96,8.67,0.7,402.86,60.27,5.88,0.93,..0.97
4.08,100,7.3,5.62,6.41,3.38,5.46,19.63,6.91,4.41,0.09,397.72,21.38,71.2,0.93,..0.97
6.28,97.04,4.86,6.32,16.03,0.68,4.99,89.68,96.35,8.47,0.5,86.5,6.72,21.67,0.93,..0.97
6.36,100,5.06,4.71,7,4.29,6.12,46.45,70.51,6.64,0.34,481.25,9.6,64.73,0.93,..0.97
9.01,100,0.31,4.07,94.58,6.93,9.4,2.64,2.9,5.87,0.22,345.94,42.79,72.43,0.94,..0.97
5.51,99.66,2.51,6.81,30.24,2.19,8.88,23.43,33.14,2.9,0.41,0,45.81,21.92,0.94,..0.97
0.44,100,4.15,9.03,66.1,1.97,8.44,81.53,82.13,2.03,0.16,714.73,61.8,10.56,0.94,..0.97
7.59,100,1.32,6.11,66.04,6.89,8.33,79,38.89,5.12,0.09,758.23,20.76,84.96,0.94,..0.97
3,100,3.37,7.03,62.43,1.97,7.48,84.13,92.91,4.09,0.82,827.87,82.88,71.54,0.94,..0.97
5.54,100,3.89,6.05,75.52,3.95,4.39,39.77,98.38,7.04,0.15,62.9,65.92,21.79,0.94,..0.97
6.75,100,9.71,7.09,42.75,3.91,9.54,49.03,94.75,7.76,0.71,37.9,45.6,30.1,0.94,..0.97
9.83,100,5.93,9.03,70.63,1.97,5.07,39.42,86.03,2.53,0.23,390.2,54.42,3.93,0.95,..0.97
9.11,100,2.34,6.06,51.72,2.94,5.78,30.81,59.52,6.5,0.28,11.98,5.05,65.77,0.95,..0.97
5.95,100,9.79,8.42,2.11,1.58,2.39,61.44,58.19,9.65,0.7,0,41.18,73.44,0.95,..0.97
9.11,100,4.27,6.04,72.87,2.96,3.98,49.26,64.11,4.87,0.1,353.01,72.55,71.68,0.95,..0.97
5.21,100,6.3,9.03,69.05,1.97,6.85,58.32,55.65,8.44,0.12,57.14,73.94,12.99,0.95,..0.97
8.7,100,8.66,6.58,41.01,3.42,4.13,81.25,0.14,3.03,0.19,609.47,39.34,27.1,0.95,..0.97
7.25,100,4.56,7.04,46.67,1.96,4.1,50.47,94.05,5.89,0.78,847.67,8.91,37.33,0.95,..0.97
4.88,100,4.94,7.16,19.12,2.84,3.68,64.4,17.55,4.81,0.85,114.86,52.19,36.67,0.95,..0.97
9.89,100,9.87,1.46,19.52,8.54,9.61,91.51,95.71,8.58,0.88,704.46,24.46,86.4,0.95,..0.97
1.39,100,5.43,7.03,74.86,1.97,8.26,9.12,49.99,3.78,0.05,27.74,59.4,98.1,0.95,..0.97
8.87,100,7.47,5.13,30.96,3.87,5.76,97.08,81.86,5.89,0.95,591.64,54.66,1.55,0.96,..0.97
6.17,100,3.08,5.07,91.27,5.93,4.63,55.48,95.52,4.85,0.59,891.43,61.94,33.66,0.96,..0.97
8.19,100,0.08,8.02,81.69,1.98,4.21,43.08,90.58,8.07,0.78,517.03,66.4,57.21,0.96,..0.97
2.82,100,4.75,7.02,61.48,0.98,1.93,43.71,82.37,8.28,0.43,165.59,64.04,93.38,0.96,..0.97
8.8,99.43,7.28,4.69,40.29,3.31,8.8,59.38,41.08,8.49,0.39,0,13.98,32.4,0.96,..0.97
4.32,100,7.37,6.38,5.22,1.62,8.81,44.99,37.11,8.36,0.2,730.29,64.75,96.89,0.96,..0.97
3.93,100,3.6,9.13,15.59,1.87,1.77,93.68,49.98,7.88,0.65,717.43,95.98,21.57,0.96,..0.97
7.67,100,6.08,5.07,67.33,4.93,5.75,7.13,44.99,6.56,0.54,608.78,50.47,28.62,0.96,..0.97
1.61,79.42,2.24,1.81,93.74,2.19,9.06,28.78,69.56,8.67,0.01,913.78,1.63,65.19,0.96,..0.97
9.52,100,3.4,7.03,67.15,1.97,5.92,11.52,36.8,8.16,0.35,629.43,87.84,56.83,0.96,..0.97
4.95,100,3.78,5.07,40.57,2.93,8.22,16.94,71.49,3.09,0.33,18.95,21.98,69.57,0.97,..0.97
6.37,100,6.94,3.08,48.3,3.92,6.09,42.77,13.14,6.2,0.14,600.85,35.12,16,0.97,..0.97
5.37,100,0.73,9.01,67.99,0.99,7.74,40.47,40.42,1.97,0.41,575.65,46.73,39.15,0.97,0.97..1
5.08,100,0.86,6.07,43.41,2.93,1.77,35.66,83.24,9.52,0.51,493.89,65.25,93.24,0.97,0.97..1
4.92,100,9.49,8.02,47.26,0.98,4.7,14.84,60.73,8.99,0.66,134.88,59.15,14.98,0.97,0.97..1
2.05,87.45,0.51,5.14,35.72,0.86,5.32,64.23,4.66,3.63,0.87,326.88,5.19,35.59,0.97,0.97..1
0.99,100,3.49,7.06,35.91,1.94,6.47,4.3,66.56,6.12,0.02,861.92,80.13,51.86,0.97,0.97..1
6.53,100,8.94,4.09,56.37,4.91,6.51,44.4,34.71,5.19,0.78,102.7,92.32,31.29,0.97,0.97..1
2.64,100,6.14,3.07,80.32,5.93,7.02,59.88,98.98,4.84,0.56,8.97,95.23,66.27,0.97,0.97..1
3.84,100,7.98,5.04,75.36,2.96,6.38,25.34,61.03,4.1,0.21,200.19,25.71,97.02,0.97,0.97..1
5.29,100,3.79,5.13,22.53,2.87,9.04,64.22,52.22,7.93,0.26,308.67,83.2,47.94,0.97,0.97..1
6.38,100,7.45,4.8,3.73,2.2,6.66,68.71,64.16,8.61,0.24,174.32,96.99,12.63,0.98,0.97..1
5.76,100,9.92,4.08,52.85,3.92,7.49,78.42,40.26,7.33,0.46,822.37,64.71,80.34,0.98,0.97..1
5.01,100,8.7,3.06,49.7,2.94,9.9,74.82,10.25,7.74,0.52,0,23.83,31.76,0.98,0.97..1
7.41,91.81,8,4.13,36.25,0.87,3.76,68.5,32.62,7.51,0.89,611.21,44.39,43.04,0.98,0.97..1
1.4,99.46,1.41,4.03,57.04,2.97,8.95,14.66,48.97,3.13,0.97,215.15,95.03,29.56,0.98,0.97..1
2.44,100,3.01,5.18,16.24,2.82,5.78,60.22,65.99,9.99,0.45,97.74,11.75,8.86,0.98,0.97..1
5.86,100,7.09,7.03,64.08,1.97,4.29,33.45,92.98,9,0.18,449.46,58.54,51.5,0.98,0.97..1
7.17,100,4.9,7.01,87.05,0.99,7.33,94.36,57.79,8.38,0.44,727.88,95.58,98.82,0.98,0.97..1
3.17,100,5.99,7.08,39.51,2.92,9.93,20.28,30.57,9.79,0.29,720.82,59.6,34.57,0.98,0.97..1
0.62,100,9.86,7.02,84,1.98,6.26,68.51,92.25,3.74,0.75,143.28,15.47,95.27,0.98,0.97..1
0.45,100,0.64,3.04,99,3.96,8.53,51.76,47.73,8.45,0.91,592.33,56.18,70.31,0.98,0.97..1
3.75,100,7.03,3.12,33.1,3.88,9,18.73,85.24,3.64,0.49,0,78.4,30.99,0.98,0.97..1
3.26,100,2.84,4.25,15.75,3.75,9.21,56.33,96.31,2.43,0.74,0,86.96,66.26,0.98,0.97..1
5.03,96.85,9.28,9.59,33.68,0.41,3.31,31.36,48.99,3.22,0.24,895.3,4.98,33.53,0.98,0.97..1
6.14,90.39,9.65,3.67,27.82,0.33,8.49,21.1,4.95,3.22,0.94,31.3,36.61,94.91,0.99,0.97..1
8.66,100,0.9,3.32,15.87,4.68,5.67,35.35,24.81,7.21,0.86,205.8,58.2,78.68,0.99,0.97..1
2.05,100,0.99,5.02,48.23,0.98,9.32,44.05,44.75,6.69,0.68,677.84,75.83,53.85,0.99,0.97..1
1.2,100,3.12,4.04,50.31,1.96,8,85.77,16.21,6.42,0.28,83.02,91.17,5.36,0.99,0.97..1
0.96,100,3.89,2.08,47.77,3.92,6.08,37.97,57.5,7.72,0.73,0,30.35,76,0.99,0.97..1
1.79,98.14,1.01,3.99,8.32,0.01,8.62,19.31,92.51,3.62,0.42,617.71,5.41,95.41,0.99,0.97..1
4.39,100,0.21,2.05,19.79,0.95,8.37,62.79,27.32,6.45,0.59,148.97,54.69,75.21,1,0.97..1
9.2,100,6.43,5.01,95.28,0.99,8.84,38.01,42.23,6.06,0.93,699.59,60.26,60.76,1,0.97..1
3.08,100,5.37,2.06,31.36,1.94,8.58,62.11,24.99,8.65,0.6,0,87.79,8.25,1,0.97..1
9.68,100,5.03,2.04,49.79,1.96,5.7,74.44,42.8,9.12,0.06,148.56,51.38,47.38,1,0.97..1
2.54,100,6.82,4.04,67.75,2.96,9.18,76.82,32.41,4.05,0.41,144.73,97.17,54.51,1,0.97..1
8.29,100,5.63,4.15,19.9,2.85,8.52,93.02,9.4,7.26,0.6,507.7,22.81,16.21,1,0.97..1
8.13,100,2.78,6.02,41.41,0.98,4.44,34.59,49.38,9.08,0.63,446.13,46.9,14.85,1,0.97..1
1.8,100,0.4,5.44,2.26,0.56,9.5,4.6,84.38,5.3,0.9,562.99,48.74,93.33,1,0.97..1
6.84,100,9.44,4.13,30.94,3.87,9.67,66.46,84.12,8.9,0.83,854.84,93.84,17.12,1,0.97..1
1.35,100,8.13,6.54,1.3,0.46,2.08,99.34,62.38,9.45,0.97,0,66.63,27.77,1,0.97..1
0.48,100,6.14,4.02,56.21,0.98,7.34,63.49,3.12,5.4,0.76,0,95.3,90.14,1,0.97..1
